task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
166	58/c8f998	233735	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:45:49.596	8.7s	8.2s	296.0%	700.9 MB	14.1 GB	462.3 MB	694.8 KB
149	ec/1f2cb3	235647	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:45:56.788	8.5s	8.1s	302.5%	862 MB	14.2 GB	333.7 MB	694.8 KB
151	f1/cbdcd6	236043	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:45:58.268	8.5s	8s	295.8%	779.7 MB	14.2 GB	292 MB	694.7 KB
168	c3/86eb5e	237766	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:46:05.344	8.6s	8.2s	297.3%	730.6 MB	14.2 GB	439.4 MB	694.6 KB
173	d8/23a662	238164	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:46:06.734	8.7s	8.2s	325.0%	643.3 MB	14.2 GB	378.7 MB	695.3 KB
171	25/6c643f	239871	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:46:13.991	8s	7.6s	321.7%	483.5 MB	14.2 GB	259.2 MB	695 KB
169	d4/8c0a95	240346	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:46:15.449	8.7s	8.2s	294.1%	773.6 MB	14.1 GB	439.8 MB	695 KB
174	87/a8fc8e	241679	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:46:21.976	8.1s	7.7s	284.2%	477.5 MB	14.1 GB	354.2 MB	694.6 KB
153	65/1ac3a5	242381	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:46:24.113	8.5s	8s	297.8%	459.4 MB	14.2 GB	285 MB	695.2 KB
154	09/60c0f5	243690	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:46:30.092	50.2s	49.7s	146.5%	1.5 GB	14.1 GB	581.9 MB	1.2 MB
144	57/666e57	244408	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:46:32.605	1m 5s	1m 5s	160.2%	1.6 GB	14.2 GB	481.6 MB	1.2 MB
162	83/410313	2094	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:47:20.310	46.5s	46s	207.9%	1.7 GB	14.4 GB	519.7 MB	1.2 MB
155	28/c1c4c4	3855	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:47:37.789	53.1s	52.5s	173.6%	1.8 GB	14.2 GB	588.9 MB	1.2 MB
158	e3/651162	5564	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:48:06.825	51s	50.5s	183.2%	1.7 GB	14.4 GB	482.3 MB	1.2 MB
143	eb/53bcfd	7302	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:48:30.940	1m	59.9s	152.2%	2 GB	14.2 GB	504.8 MB	1.2 MB
159	c8/5c8b31	8901	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:48:57.855	43.4s	42.9s	158.0%	2.1 GB	14.2 GB	473.3 MB	1.2 MB
145	bf/3a1a39	10831	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:49:31.334	59.6s	59.1s	186.2%	1.9 GB	14.3 GB	520.3 MB	1.2 MB
152	82/8e248b	12013	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:49:41.231	54.3s	53.8s	166.4%	1.6 GB	14.2 GB	617.3 MB	1.2 MB
150	fb/79a859	14689	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:50:30.927	47.7s	47.1s	190.8%	2.7 GB	14.3 GB	539 MB	1.2 MB
147	0d/3f79eb	15397	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:50:35.531	48.4s	48s	191.3%	1.7 GB	14.3 GB	551.2 MB	1.2 MB
157	80/981c7d	18221	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:51:18.664	45.3s	44.4s	173.0%	1.9 GB	14.2 GB	735.6 MB	1.2 MB
142	17/4ce5ed	18925	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:51:23.963	1m 4s	1m 3s	162.5%	1.8 GB	14.4 GB	566.8 MB	1.2 MB
146	b6/7ce47d	21424	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:52:04.016	54.1s	53.4s	152.6%	1.4 GB	14.2 GB	554.2 MB	1.2 MB
148	9a/d232ec	23172	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:52:27.854	52.2s	51.8s	182.3%	2 GB	14.4 GB	518.8 MB	1.2 MB
176	68/db7c62	26664	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:53:20.018	9.8s	9.2s	334.1%	639.7 MB	14.2 GB	360.1 MB	695.1 KB
178	eb/55d204	27898	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:53:29.859	10.1s	9.4s	304.7%	675.7 MB	14.2 GB	362.8 MB	694.9 KB
165	f7/9762bb	25085	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:52:58.100	44.4s	43.9s	163.0%	1.2 GB	14.4 GB	489 MB	1.2 MB
179	99/6b4f63	29215	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:53:39.978	8.4s	7.9s	296.7%	493 MB	14 GB	354.2 MB	694.6 KB
177	82/7453b2	29731	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:53:42.523	8.8s	8.3s	304.5%	759.4 MB	14.1 GB	498.5 MB	694.7 KB
175	7e/c57314	30961	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:53:48.430	8.9s	8.5s	274.1%	894.7 MB	14.1 GB	340.1 MB	694.7 KB
180	34/2c915f	31810	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:53:51.335	43.2s	42.6s	206.2%	2.1 GB	14.6 GB	492 MB	1.2 MB
182	44/7c22f2	33096	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:53:57.344	41.9s	41.5s	183.2%	1.8 GB	14.2 GB	494.5 MB	1.2 MB
183	78/6ad0e6	35526	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:54:34.553	15.4s	14.9s	245.2%	1.7 GB	14.2 GB	376.4 MB	1.2 MB
181	7e/ddf56b	36095	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:54:39.282	44.4s	44s	167.8%	1.4 GB	14.2 GB	627.8 MB	1.2 MB
167	92/7adc89	37612	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:54:49.967	38.4s	38s	193.3%	1.6 GB	14.4 GB	470.7 MB	1.2 MB
184	23/fd553c	39693	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GATHERPILEUPSUMMARIES (R1)	COMPLETED	0	2025-12-08 02:55:23.717	7s	6.4s	267.5%	302.3 MB	13.8 GB	94.8 MB	697.4 KB
185	99/530aeb	40450	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MERGEMUTECTSTATS (R1)	COMPLETED	0	2025-12-08 02:55:28.425	6.9s	6.4s	259.0%	316.9 MB	13.8 GB	94.2 MB	692.5 KB
186	5e/f67456	40847	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MERGE_MUTECT2 (R1)	COMPLETED	0	2025-12-08 02:55:29.438	7.6s	7.1s	281.0%	416.5 MB	11.9 GB	95.9 MB	729.9 KB
188	80/bdce4d	42824	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:CALCULATECONTAMINATION (R1)	COMPLETED	0	2025-12-08 02:55:35.318	6.4s	6s	266.5%	301.5 MB	13.9 GB	94.4 MB	691.7 KB
187	96/aa214d	41376	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:LEARNREADORIENTATIONMODEL (R1)	COMPLETED	0	2025-12-08 02:55:30.762	20s	19.6s	194.6%	1.1 GB	14.9 GB	98.4 MB	4.4 MB
189	ee/4b9842	44834	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:FILTERMUTECTCALLS (R1)	COMPLETED	0	2025-12-08 02:55:52.825	8.3s	7.7s	353.1%	376 MB	14.1 GB	215.3 MB	750.7 KB
193	eb/3b7378	45691	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:BCFTOOLS_STATS (R1)	COMPLETED	0	2025-12-08 02:56:01.160	1.5s	526ms	164.5%	2.1 MB	13.3 MB	180.3 KB	4.6 KB
192	6f/651cb6	45890	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_SUMMARY (R1)	COMPLETED	0	2025-12-08 02:56:02.659	1.7s	0ms	54.5%	1.1 MB	11.9 MB	109 KB	2.8 KB
190	43/6d75e3	45954	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_COUNT (R1)	COMPLETED	0	2025-12-08 02:56:03.131	1.4s	0ms	105.9%	2.2 MB	20.4 MB	109 KB	2.1 KB
191	cc/9b15d5	45957	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_QUAL (R1)	COMPLETED	0	2025-12-08 02:56:03.145	1.4s	0ms	105.1%	2.1 MB	20.4 MB	109 KB	2.2 KB
194	12/f7a06f	46411	NFCORE_SAREK:SAREK:MULTIQC	COMPLETED	0	2025-12-08 02:56:04.702	34.8s	33.6s	44.7%	684.2 MB	19.9 GB	99.5 MB	50.3 MB
