task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
157	2d/8ee3bc	183062	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	CACHED	0	2025-12-08 11:32:52.620	31.8s	31.3s	175.2%	1.1 GB	14.2 GB	305.2 MB	1.1 MB
150	50/0c5e2a	193582	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-08 11:41:08.481	42.7s	42.1s	169.9%	1.5 GB	14.2 GB	415 MB	1.1 MB
146	f7/0a80b2	193591	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-08 11:41:08.508	44.1s	43.6s	158.3%	1.4 GB	14.2 GB	291.2 MB	1.1 MB
152	b6/ee6ee3	197079	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-08 11:41:52.676	41.1s	40.7s	180.0%	2.3 GB	14.3 GB	448.5 MB	1.1 MB
143	58/bfd3b2	196875	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-08 11:41:51.242	54.7s	54.2s	151.1%	1.9 GB	14.2 GB	299.9 MB	1.1 MB
155	6b/f2c0b3	201339	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-08 11:42:45.990	34.8s	34.2s	171.4%	2 GB	14.2 GB	346.8 MB	1.1 MB
148	c7/cf0d6b	200015	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-08 11:42:33.843	48s	47.3s	171.7%	2 GB	14.2 GB	372.7 MB	1.1 MB
151	dd/221dc5	203273	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-08 11:43:20.773	39s	38.5s	180.3%	1.2 GB	14.2 GB	443.5 MB	1.1 MB
158	08/43a432	203668	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-08 11:43:21.826	38.1s	37.4s	178.0%	2.1 GB	14.3 GB	347.5 MB	1.1 MB
161	66/b103f3	206614	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-08 11:43:59.823	31.5s	31s	202.1%	1.8 GB	14.2 GB	370.3 MB	1.1 MB
160	b8/0491ca	206652	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-08 11:43:59.910	33.4s	32.9s	174.5%	1.4 GB	14.2 GB	504.8 MB	1.1 MB
162	f7/66d39e	209182	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-08 11:44:31.330	11.8s	11.4s	255.1%	1.2 GB	14.2 GB	103.3 MB	1.1 MB
159	70/25913c	209680	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-08 11:44:33.306	35.2s	34.7s	204.2%	1.7 GB	14.2 GB	369.6 MB	1.1 MB
163	07/e78c24	212100	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:MERGE_HAPLOTYPECALLER (R1)	COMPLETED	0	2025-12-08 11:45:09.554	8.2s	7.5s	306.9%	417.1 MB	11.9 GB	95.9 MB	726 KB
164	21/819c7e	213179	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:VCF_VARIANT_FILTERING_GATK:CNNSCOREVARIANTS (R1)	COMPLETED	0	2025-12-08 11:45:26.744	16.3s	15.6s	228.6%	643.1 MB	19.9 GB	197.7 MB	20.1 MB
165	79/2bc152	214639	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:VCF_VARIANT_FILTERING_GATK:FILTERVARIANTTRANCHES (R1)	COMPLETED	0	2025-12-08 11:46:09.039	10.5s	9.9s	279.0%	947.6 MB	14.1 GB	142.3 MB	731.7 KB
169	b9/392bcd	215818	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:BCFTOOLS_STATS (R1)	COMPLETED	0	2025-12-08 11:46:20.480	515ms	127ms	424.5%	3.8 MB	49.7 MB	174.6 KB	5.2 KB
167	ff/97688e	216033	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_SUMMARY (R1)	COMPLETED	0	2025-12-08 11:46:21.946	1.5s	0ms	117.6%	2 MB	20.4 MB	103.3 KB	2.7 KB
168	61/e879c0	216188	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_COUNT (R1)	COMPLETED	0	2025-12-08 11:46:22.408	1.4s	0ms	113.5%	2.1 MB	20.4 MB	103.3 KB	2.6 KB
166	94/a0d8d8	216195	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_QUAL (R1)	COMPLETED	0	2025-12-08 11:46:22.419	1.4s	0ms	104.3%	1.5 MB	20.4 MB	103.3 KB	3.1 KB
170	aa/a67df4	216572	NFCORE_SAREK:SAREK:MULTIQC	COMPLETED	0	2025-12-08 11:46:25.705	28.3s	27.5s	49.3%	696.7 MB	19.9 GB	99.8 MB	50.6 MB
